survived,pclass,age,sibsp,parch,fare,class,who,adult_male,deck,embark_town,alive,alone,sex_female,sex_male,embarked_C,embarked_Q,embarked_S
1,1,0.6732847449107816,1,0,0.11594107850967697,First,woman,False,,Cherbourg,yes,False,True,False,True,False,False
0,3,0.2963056044232219,0,0,0.014630827210317117,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,1,0.5853229454636844,0,0,0.06640417918791278,First,man,True,D,Southampton,no,True,False,True,False,False,True
1,2,0.4219653179190751,0,0,0.020494635090094415,Second,woman,False,F,Southampton,yes,True,True,False,False,False,True
0,3,0.36792055349407915,0,0,0.04713766070721715,Third,man,True,,Queenstown,no,True,False,True,False,True,False
1,2,0.4470972606182458,1,0,0.050748620223090936,Second,woman,False,,Southampton,yes,False,True,False,False,False,True
0,3,0.39683337521990447,0,0,0.015411575213749286,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,1,0.37170143252073384,0,0,0.18249984580226933,First,woman,False,B,Southampton,yes,True,True,False,False,False,True
0,3,0.2711736617240512,0,0,0.015411575213749286,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.36792055349407915,0,0,0.014102260811993537,Third,man,True,,Cherbourg,no,True,False,True,True,False,False
1,1,0.5476250314149284,0,1,0.11316786160148591,First,woman,False,B,Cherbourg,yes,False,True,False,True,False,False
0,3,0.36792055349407915,0,0,0.014110458666029575,Third,man,True,,Cherbourg,no,True,False,True,True,False,False
0,3,0.5036441316913798,0,0,0.015126992566498259,Third,man,True,,Queenstown,no,True,False,True,False,True,False
1,2,0.6230208595124404,0,0,0.020494635090094415,Second,woman,False,,Southampton,yes,True,True,False,False,False,True
0,1,0.36792055349407915,0,0,0.4328841690069588,First,man,True,C,Southampton,no,True,False,True,False,False,True
0,3,0.4847951746670017,0,0,0.015468569817999833,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,2,0.2837396330736366,2,1,0.022446505098674838,Second,man,True,,Southampton,no,False,False,True,False,False,True
1,2,0.01985423473234481,1,1,0.050748620223090936,Second,child,False,,Southampton,yes,False,True,False,False,False,True
0,3,0.36792055349407915,0,0,0.014110458666029575,Third,man,True,,Cherbourg,no,True,False,True,True,False,False
0,3,0.20834380497612465,1,1,0.014110458666029575,Third,man,True,,Cherbourg,no,False,False,True,True,False,False
1,3,0.36792055349407915,0,2,0.04364049521284362,Third,woman,False,,Cherbourg,yes,False,True,False,True,False,False
0,3,0.37170143252073384,0,0,0.016908073949327893,Third,woman,False,,Southampton,no,True,True,False,False,False,True
1,2,0.08268409148027142,0,2,0.05123658772523604,Second,child,False,,Southampton,yes,False,True,False,False,False,True
0,1,0.5601910027645137,0,0,0.051822148727810165,First,man,True,B,Southampton,no,True,False,True,False,False,True
1,1,0.37170143252073384,0,0,0.20772776566317125,First,woman,False,,Cherbourg,yes,True,True,False,True,False,False
0,3,0.36792055349407915,0,0,0.028302115124416098,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,1,0.2711736617240512,0,2,0.09661756542473082,First,woman,False,B,Cherbourg,yes,False,True,False,True,False,False
1,1,0.4470972606182458,0,2,0.13858277060920987,First,woman,False,B,Southampton,yes,False,True,False,False,False,True
0,3,0.10781603417944208,4,2,0.06104473451835265,Third,child,False,,Southampton,no,False,True,False,False,False,True
0,3,0.1329479768786127,4,2,0.06104473451835265,Third,child,False,,Southampton,no,False,True,False,False,False,True
1,2,0.39683337521990447,1,0,0.050748620223090936,Second,man,True,,Southampton,yes,False,False,True,False,False,True
0,1,0.6230208595124404,1,0,0.20772776566317125,First,man,True,C,Cherbourg,no,False,False,True,True,False,False
0,1,0.7989444584066349,0,0,0.050748620223090936,First,man,True,,Southampton,no,True,False,True,False,False,True
1,2,0.2334757476752953,1,0,0.050748620223090936,Second,woman,False,,Southampton,yes,False,True,False,False,False,True
1,2,0.36792055349407915,0,0,0.02705779799394608,Second,man,True,,Cherbourg,yes,True,False,True,True,False,False
0,3,0.4093993465694898,1,1,0.04006213192611313,Third,man,True,,Southampton,no,False,False,True,False,False,True
1,2,0.09525006282985675,1,1,0.07173122281533045,Second,child,False,,Southampton,yes,False,False,True,False,False,True
1,1,0.20834380497612465,0,2,0.21642978772242535,First,man,True,C,Cherbourg,yes,False,False,True,True,False,False
0,2,0.33400351847197784,0,0,0.050748620223090936,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.36792055349407915,0,0,0.015281580671177828,Third,man,True,,Queenstown,no,True,False,True,False,True,False
1,3,0.2711736617240512,0,0,0.014102260811993537,Third,man,True,,Cherbourg,yes,True,False,True,True,False,False
1,3,0.2711736617240512,0,0,0.015175789316712771,Third,woman,False,,Southampton,yes,True,True,False,False,False,True
0,1,0.7738125157074642,0,0,0.051822148727810165,First,man,True,,Southampton,no,True,False,True,False,False,True
1,1,0.5978889168132697,1,0,0.07729405233978466,First,woman,False,A,Cherbourg,yes,False,True,False,True,False,False
0,1,0.36792055349407915,0,0,0.4440992237022602,First,man,True,,Cherbourg,no,True,False,True,True,False,False
1,1,0.4847951746670017,1,1,0.1554664461834305,First,woman,False,E,Southampton,yes,False,True,False,False,False,True
1,3,0.4470972606182458,1,0,0.033962538149299316,Third,woman,False,,Southampton,yes,False,True,False,False,False,True
0,3,0.36792055349407915,0,0,0.015126992566498259,Third,man,True,,Queenstown,no,True,False,True,False,True,False
0,3,0.49736114601658704,0,0,0.015411575213749286,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,2,0.34656948982156316,0,0,0.026350245115835676,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.36792055349407915,0,0,0.015712553569072387,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.36792055349407915,0,0,0.015712553569072387,Third,woman,False,,Southampton,no,True,True,False,False,False,True
0,3,0.2963056044232219,2,0,0.04713766070721715,Third,man,True,,Southampton,no,False,False,True,False,False,True
0,3,0.2334757476752953,0,0,0.015411575213749286,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.35913546117114853,0,4,0.04113566043083236,Third,woman,False,,Southampton,no,False,True,False,False,False,True
0,3,0.36792055349407915,0,0,0.014110458666029575,Third,man,True,,Cherbourg,no,True,False,True,True,False,False
1,3,0.39683337521990447,0,0,0.015330377421392339,Third,man,True,,Southampton,yes,True,False,True,False,False,True
1,2,0.7738125157074642,0,0,0.020494635090094415,Second,man,True,,Southampton,yes,True,False,True,False,False,True
1,1,0.6607187735611963,2,0,0.10048070654571319,First,woman,False,C,Southampton,yes,False,True,False,False,False,True
1,1,0.4470972606182458,0,0,0.051504969851415845,First,man,True,E,Southampton,yes,True,False,True,False,False,True
1,3,0.36792055349407915,0,0,0.015126992566498259,Third,woman,False,,Queenstown,yes,True,True,False,False,True,False
0,3,0.19577783362653933,0,0,0.015712553569072387,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.2334757476752953,0,0,0.028302115124416098,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,2,0.4219653179190751,0,0,0.025374310111545468,Second,woman,False,,Southampton,yes,True,True,False,False,False,True
1,1,0.4847951746670017,1,0,0.1091095334796455,First,woman,False,E,Southampton,yes,False,True,False,False,False,True
0,3,0.36792055349407915,1,0,0.028220722145058292,Third,woman,False,,Cherbourg,no,False,True,False,True,False,False
1,3,0.39683337521990447,0,0,0.015468569817999833,Third,man,True,,Southampton,yes,True,False,True,False,False,True
1,2,0.3088715757728072,1,1,0.05855610025741262,Second,woman,False,,Southampton,yes,False,True,False,False,False,True
1,1,0.4847951746670017,1,1,0.21642978772242535,First,woman,False,C,Cherbourg,yes,False,True,False,True,False,False
0,2,0.6732847449107816,0,0,0.050748620223090936,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,1,0.4470972606182458,0,0,0.07831878409428937,First,man,True,A,Cherbourg,no,True,False,True,True,False,False
0,3,0.36792055349407915,0,0,0.017005667449756914,Third,man,True,,Cherbourg,no,True,False,True,True,False,False
1,1,0.22090977632571,0,2,0.1554664461834305,First,woman,False,E,Southampton,yes,False,True,False,False,False,True
0,2,0.5853229454636844,0,0,0.02927805012870631,Second,man,True,,Southampton,no,True,False,True,False,False,True
1,1,0.7486805730082936,1,1,0.15458810467956932,First,man,True,B,Cherbourg,yes,False,False,True,True,False,False
0,3,0.2711736617240512,0,0,0.015712553569072387,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.36792055349407915,0,0,0.015712553569072387,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.4345312892686604,0,0,0.013907073811135496,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,1,0.648152802211611,1,0,0.1527664244005612,First,woman,False,D,Cherbourg,yes,False,True,False,True,False,False
0,3,0.5853229454636844,0,0,0.014151057562208049,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.36792055349407915,0,2,0.015126992566498259,Third,woman,False,,Queenstown,no,False,True,False,False,True,False
0,2,0.4596632319678311,1,0,0.050748620223090936,Second,man,True,,Southampton,no,False,False,True,False,False,True
0,3,0.4470972606182458,1,1,0.04713766070721715,Third,man,True,,Southampton,no,False,False,True,False,False,True
1,2,0.36792055349407915,0,0,0.06441171028315387,Second,woman,False,,Southampton,yes,True,True,False,False,False,True
0,3,0.610454888162855,0,0,0.0,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.36792055349407915,0,0,0.014102260811993537,Third,man,True,,Cherbourg,no,True,False,True,True,False,False
1,1,0.610454888162855,1,0,0.11111839809247648,First,man,True,A,Cherbourg,yes,False,False,True,True,False,False
1,2,0.2963056044232219,2,1,0.05270049023167135,Second,woman,False,,Southampton,yes,False,True,False,False,False,True
0,3,0.36792055349407915,0,0,0.015411575213749286,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,1,0.36792055349407915,0,0,0.08275928836380983,First,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.5476250314149284,0,0,0.015712553569072387,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,1,0.4345312892686604,0,0,0.051822148727810165,First,man,True,,Cherbourg,yes,True,False,True,True,False,False
0,3,0.4470972606182458,1,0,0.030351578633425542,Third,man,True,,Southampton,no,False,False,True,False,False,True
0,3,0.37170143252073384,0,0,0.015411575213749286,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,1,0.33400351847197784,0,0,0.05953203526170282,First,man,True,,Southampton,yes,True,False,True,False,False,True
1,2,0.2711736617240512,1,2,0.08115719346076702,Second,woman,False,,Cherbourg,yes,False,True,False,True,False,False
1,1,0.49736114601658704,0,0,0.2995388511917728,First,woman,False,C,Southampton,yes,True,True,False,False,False,True
0,3,0.4847951746670017,1,5,0.06104473451835265,Third,woman,False,,Southampton,no,False,True,False,False,False,True
0,3,0.36792055349407915,0,0,0.013760683560491965,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,3,0.36792055349407915,1,0,0.030253985132996517,Third,woman,False,,Queenstown,yes,False,True,False,False,True,False
0,3,0.36792055349407915,0,0,0.015126992566498259,Third,man,True,,Queenstown,no,True,False,True,False,True,False
0,3,0.4345312892686604,0,0,0.015712553569072387,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,2,0.2963056044232219,1,2,0.12687155055772734,Second,woman,False,,Southampton,yes,False,True,False,False,False,True
0,3,0.4219653179190751,1,1,0.028106928123558056,Third,man,True,,Southampton,no,False,False,True,False,False,True
0,3,0.32143754712239253,1,0,0.031425107138144774,Third,woman,False,,Southampton,no,False,True,False,False,False,True
1,2,0.04498617743151546,2,1,0.07612293033463641,Second,child,False,F,Southampton,yes,False,True,False,False,False,True
0,2,0.32143754712239253,0,0,0.020494635090094415,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.33400351847197784,1,0,0.028212719478023115,Third,man,True,,Cherbourg,no,False,False,True,True,False,False
1,1,0.5224930887157577,1,0,0.10257896680493714,First,man,True,D,Southampton,yes,False,False,True,False,False,True
1,3,0.24604171902488062,1,1,0.030725752114070404,Third,man,True,,Cherbourg,yes,False,False,True,True,False,False
0,3,0.2586076903744659,0,0,0.015330377421392339,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.2586076903744659,0,0,0.031425107138144774,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,1,0.7612465443578789,0,0,0.06308600017332605,First,man,True,D,Southampton,no,True,False,True,False,False,True
0,2,0.7109826589595376,0,0,0.024105594605968193,Second,man,True,,Queenstown,no,True,False,True,False,True,False
1,1,0.2586076903744659,0,0,0.15216446768991498,First,woman,False,D,Southampton,yes,True,True,False,False,False,True
0,3,0.32143754712239253,0,0,0.015411575213749286,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.36792055349407915,0,0,0.015094396337354966,Third,man,True,,Queenstown,no,True,False,True,False,True,False
1,1,1.0,0,0,0.05855610025741262,First,man,True,A,Southampton,yes,True,False,True,False,False,True
0,3,0.6355868308620256,0,0,0.013768881414528002,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,1,0.39683337521990447,0,0,0.05953203526170282,First,man,True,B,Cherbourg,yes,True,False,True,True,False,False
0,1,0.36792055349407915,0,0,0.0,First,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.10781603417944208,3,2,0.05445717323939373,Third,child,False,,Southampton,no,False,True,False,False,False,True
1,2,0.34656948982156316,0,0,0.025374310111545468,Second,woman,False,,Southampton,yes,True,True,False,False,False,True
0,3,0.39683337521990447,0,0,0.015468569817999833,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,2,0.38426740387031916,1,1,0.05123658772523604,Second,man,True,,Southampton,no,False,False,True,False,False,True
0,3,0.5099271173661725,0,5,0.07746484096553544,Third,woman,False,,Southampton,no,False,True,False,False,False,True
0,3,0.36792055349407915,1,0,0.031425107138144774,Third,man,True,,Southampton,no,False,False,True,False,False,True
0,3,0.24604171902488062,0,0,0.015330377421392339,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,1,0.2963056044232219,0,0,0.13526459159462315,First,woman,False,B,Cherbourg,yes,True,True,False,True,False,False
0,3,0.01985423473234481,3,2,0.05445717323939373,Third,child,False,,Southampton,no,False,True,False,False,False,True
1,3,0.36792055349407915,0,0,0.11027245763075773,Third,man,True,,Southampton,yes,True,False,True,False,False,True
1,3,0.0041467705453631576,2,1,0.03758969818624431,Third,child,False,,Cherbourg,yes,False,True,False,True,False,False
1,1,0.5978889168132697,1,0,0.1497654242623688,First,man,True,D,Cherbourg,yes,False,False,True,True,False,False
0,3,0.2334757476752953,0,0,0.015411575213749286,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,1,0.6984166876099522,0,0,0.06929138530460494,First,man,True,A,Cherbourg,yes,True,False,True,True,False,False
0,3,0.36792055349407915,0,0,0.014736618564782174,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,3,0.2837396330736366,0,0,0.014736618564782174,Third,woman,False,,Southampton,yes,True,True,False,False,False,True
0,3,0.36792055349407915,0,0,0.015411575213749286,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,2,0.22090977632571,0,1,0.044893010197349675,Second,woman,False,,Southampton,yes,False,True,False,False,False,True
0,3,0.2586076903744659,0,0,0.01646070534336126,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,3,0.36792055349407915,0,0,0.015281580671177828,Third,woman,False,,Queenstown,yes,True,True,False,False,True,False
0,3,0.22090977632571,0,0,0.013175122557917838,Third,woman,False,,Queenstown,no,True,True,False,False,True,False
0,2,0.2963056044232219,2,0,0.1434624456306609,Second,man,True,,Southampton,no,False,False,True,False,False,True
0,3,0.36792055349407915,0,0,0.015411575213749286,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.39683337521990447,1,1,0.030253985132996517,Third,woman,False,,Queenstown,no,False,True,False,False,True,False
0,2,0.2837396330736366,0,0,0.025374310111545468,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,1,0.723548630309123,0,2,0.22109807522194713,First,man,True,D,Cherbourg,no,False,False,True,True,False,False
1,1,0.6230208595124404,2,0,0.2608674266467732,First,man,True,,Southampton,yes,False,False,True,False,False,True
0,3,0.49736114601658704,0,0,0.014102260811993537,Third,man,True,,Cherbourg,no,True,False,True,True,False,False
0,1,0.5853229454636844,0,0,0.04994347384455151,First,man,True,E,Southampton,no,True,False,True,False,False,True
0,3,0.4470972606182458,0,0,0.014630827210317117,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,3,0.24604171902488062,1,0,0.015468569817999833,Third,man,True,,Southampton,yes,False,False,True,False,False,True
0,2,0.39683337521990447,2,0,0.1434624456306609,Second,man,True,,Southampton,no,False,False,True,False,False,True
0,2,0.3088715757728072,0,0,0.025374310111545468,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.36792055349407915,0,0,0.015175789316712771,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.5350590600653431,0,0,0.015712553569072387,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,1,0.36792055349407915,1,0,0.10149724044618187,First,woman,False,C,Southampton,yes,False,True,False,False,False,True
1,2,0.49736114601658704,1,1,0.07612293033463641,Second,woman,False,,Southampton,yes,False,True,False,False,False,True
0,1,0.38426740387031916,1,0,0.10149724044618187,First,man,True,B,Southampton,no,False,False,True,False,False,True
0,2,0.8743402865041467,0,0,0.020494635090094415,Second,man,True,,Southampton,no,True,False,True,False,False,True
1,2,0.38426740387031916,0,0,0.025374310111545468,Second,man,True,,Southampton,yes,True,False,True,False,False,True
0,2,0.36792055349407915,0,0,0.0,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.22090977632571,0,0,0.015175789316712771,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.30258859009801453,0,0,0.015712553569072387,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,3,0.22090977632571,0,0,0.019209719063445922,Third,woman,False,,Southampton,yes,True,True,False,False,False,True
0,3,0.5350590600653431,1,6,0.09154270340242172,Third,woman,False,,Southampton,no,False,True,False,False,False,True
1,1,0.4470972606182458,0,1,1.0,First,man,True,B,Cherbourg,yes,False,False,True,True,False,False
0,3,0.36792055349407915,0,0,0.01588334219482317,Third,woman,False,,Queenstown,no,True,True,False,False,True,False
1,1,0.33400351847197784,0,0,0.1497654242623688,First,man,True,D,Cherbourg,yes,True,False,True,True,False,False
0,3,0.24604171902488062,0,0,0.01800600082915438,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.17064589092736868,5,2,0.09154270340242172,Third,child,False,,Southampton,no,False,False,True,False,False,True
0,2,0.7486805730082936,1,1,0.07612293033463641,Second,man,True,,Southampton,no,False,False,True,False,False,True
0,2,0.3088715757728072,1,2,0.08115719346076702,Second,man,True,,Cherbourg,no,False,False,True,True,False,False
0,3,0.17064589092736868,4,1,0.07746484096553544,Third,child,False,,Southampton,no,False,False,True,False,False,True
0,3,0.2334757476752953,0,0,0.019852079483269742,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.22090977632571,0,0,0.015216388212891242,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,1,0.18321186227695402,0,1,0.41250332793836464,First,child,False,B,Southampton,yes,False,True,False,False,False,True
1,1,0.38426740387031916,1,0,0.11125659048908397,First,man,True,B,Southampton,yes,False,False,True,False,False,True
1,3,0.04498617743151546,0,1,0.026187654344120927,Third,child,False,,Cherbourg,yes,False,True,False,True,False,False
1,3,0.36792055349407915,0,0,0.11027245763075773,Third,man,True,,Southampton,yes,True,False,True,False,False,True
0,3,0.3088715757728072,0,0,0.014102260811993537,Third,man,True,,Cherbourg,no,True,False,True,True,False,False
0,1,0.7486805730082936,0,0,0.051822148727810165,First,man,True,,Southampton,no,True,False,True,False,False,True
0,2,0.648152802211611,0,0,0.026350245115835676,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.5476250314149284,0,0,0.015712553569072387,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,3,0.36792055349407915,0,0,0.015094396337354966,Third,woman,False,,Queenstown,yes,True,True,False,False,True,False
0,1,0.610454888162855,1,1,0.21642978772242535,First,man,True,C,Cherbourg,no,False,False,True,True,False,False
0,3,0.5224930887157577,0,0,0.014931805565640218,Third,man,True,F,Southampton,no,True,False,True,False,False,True
1,1,0.22090977632571,1,0,0.4440992237022602,First,woman,False,C,Cherbourg,yes,False,True,False,True,False,False
1,1,0.4345312892686604,0,0,0.05130978285055781,First,man,True,E,Southampton,yes,True,False,True,False,False,True
0,3,0.22090977632571,0,1,0.028212719478023115,Third,woman,False,,Cherbourg,no,False,True,False,True,False,False
0,3,0.3088715757728072,0,0,0.015110792045427042,Third,man,True,,Queenstown,no,True,False,True,False,True,False
0,3,0.32143754712239253,1,0,0.015330377421392339,Third,man,True,,Southampton,no,False,False,True,False,False,True
0,2,0.4847951746670017,0,0,0.050748620223090936,Second,man,True,,Southampton,no,True,False,True,False,False,True
1,2,0.5601910027645137,0,0,0.026350245115835676,Second,woman,False,,Southampton,yes,True,True,False,False,False,True
1,1,0.5224930887157577,0,0,0.05130978285055781,First,man,True,E,Southampton,yes,True,False,True,False,False,True
1,1,0.2711736617240512,0,0,0.29580589980036276,First,woman,False,,Southampton,yes,True,True,False,False,False,True
1,3,0.36792055349407915,1,1,0.029757819776815374,Third,man,True,,Cherbourg,yes,False,False,True,True,False,False
1,1,0.2963056044232219,0,0,0.09662576327876685,First,woman,False,C,Cherbourg,yes,True,True,False,True,False,False
0,1,0.36792055349407915,0,0,0.051822148727810165,First,man,True,C,Southampton,no,True,False,True,False,False,True
1,1,0.5978889168132697,1,0,0.10149724044618187,First,man,True,C,Southampton,yes,False,False,True,False,False,True
0,3,0.35913546117114853,0,0,0.018510168852370702,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,2,0.648152802211611,0,0,0.025374310111545468,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.2334757476752953,0,0,0.014931805565640218,Third,man,True,F,Southampton,no,True,False,True,False,False,True
1,1,0.4722292033174164,0,0,0.4440992237022602,First,woman,False,C,Cherbourg,yes,True,True,False,True,False,False
1,2,0.33400351847197784,0,0,0.020494635090094415,Second,woman,False,E,Southampton,yes,True,True,False,False,False,True
0,3,0.36792055349407915,0,0,0.030253985132996517,Third,man,True,,Queenstown,no,True,False,True,False,True,False
0,3,0.4093993465694898,0,0,0.015175789316712771,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,2,0.0701181201306861,0,1,0.06441171028315387,Second,child,False,,Southampton,yes,False,True,False,False,False,True
0,3,0.20834380497612465,1,0,0.013768881414528002,Third,man,True,,Southampton,no,False,False,True,False,False,True
0,2,0.4219653179190751,0,0,0.025374310111545468,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,2,0.6230208595124404,0,0,0.025374310111545468,Second,man,True,,Southampton,no,True,False,True,False,False,True
1,1,0.33400351847197784,1,0,0.10364429745562033,First,man,True,E,Southampton,yes,False,False,True,False,False,True
0,3,0.24604171902488062,0,0,0.016908073949327893,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,2,0.37170143252073384,3,0,0.04098927018018883,Second,woman,False,,Southampton,yes,False,True,False,False,False,True
1,3,0.36792055349407915,0,0,0.015102594191391004,Third,woman,False,,Queenstown,yes,True,True,False,False,True,False
0,2,0.3088715757728072,1,0,0.050748620223090936,Second,man,True,,Southampton,no,False,False,True,False,False,True
0,3,0.3088715757728072,1,0,0.015468569817999833,Third,woman,False,,Southampton,no,False,True,False,False,False,True
1,1,0.35913546117114853,0,0,0.41250332793836464,First,woman,False,B,Southampton,yes,True,True,False,False,False,True
0,3,0.1329479768786127,0,0,0.036670757786204655,Third,child,False,,Cherbourg,no,True,False,True,True,False,False
0,2,0.36792055349407915,0,0,0.0,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,2,0.2837396330736366,0,0,0.025374310111545468,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,2,0.2837396330736366,0,0,0.025374310111545468,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.35285247549635584,0,0,0.031425107138144774,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.5978889168132697,1,3,0.06709553154495196,Third,woman,False,,Southampton,no,False,True,False,False,False,True
1,1,0.4345312892686604,0,0,1.0,First,man,True,B,Cherbourg,yes,True,False,True,True,False,False
0,3,0.36792055349407915,0,0,0.015411575213749286,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.36792055349407915,0,0,0.015411575213749286,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,1,0.36792055349407915,0,0,0.05855610025741262,First,man,True,D,Southampton,yes,True,False,True,False,False,True
0,1,0.4470972606182458,1,0,0.15390495017656614,First,man,True,C,Southampton,no,False,False,True,False,False,True
1,1,0.2586076903744659,2,2,0.5121218935012878,First,woman,False,B,Cherbourg,yes,False,True,False,True,False,False
0,3,0.2963056044232219,1,0,0.031425107138144774,Third,man,True,,Southampton,no,False,False,True,False,False,True
1,3,0.38426740387031916,0,0,0.015468569817999833,Third,man,True,,Southampton,yes,True,False,True,False,False,True
0,1,0.8743402865041467,1,1,0.13858277060920987,First,man,True,B,Southampton,no,False,False,True,False,False,True
0,3,0.19577783362653933,1,1,0.03952536767375352,Third,man,True,,Southampton,no,False,False,True,False,False,True
1,2,0.37170143252073384,0,0,0.025374310111545468,Second,woman,False,,Southampton,yes,True,True,False,False,False,True
0,1,0.2334757476752953,1,0,0.10364429745562033,First,man,True,D,Southampton,no,False,False,True,False,False,True
0,3,0.38426740387031916,0,0,0.015126992566498259,Third,man,True,,Queenstown,no,True,False,True,False,True,False
1,2,0.04498617743151546,1,1,0.044893010197349675,Second,child,False,,Southampton,yes,False,True,False,False,False,True
1,3,0.0701181201306861,0,1,0.024349578357040744,Third,child,False,E,Southampton,yes,False,False,True,False,False,True
0,3,0.4093993465694898,0,0,0.018542765081513996,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.2837396330736366,0,0,0.015411575213749286,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,2,0.5978889168132697,1,2,0.12687155055772734,Second,woman,False,,Southampton,yes,False,True,False,False,False,True
1,2,0.003141492837396331,1,1,0.028302115124416098,Second,child,False,,Southampton,yes,False,False,True,False,False,True
0,3,0.34656948982156316,0,0,0.015216388212891242,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,2,0.22090977632571,0,0,0.022446505098674838,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.4219653179190751,0,0,0.015712553569072387,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,1,0.4093993465694898,0,0,0.16883675574220638,First,woman,False,B,Southampton,yes,True,True,False,False,False,True
0,3,0.36792055349407915,0,0,0.028302115124416098,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.5099271173661725,0,0,0.013907073811135496,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,3,0.24604171902488062,0,0,0.014110458666029575,Third,man,True,,Cherbourg,yes,True,False,True,True,False,False
1,1,0.4470972606182458,1,2,0.23422440102965048,First,woman,False,B,Southampton,yes,False,True,False,False,False,True
0,3,0.19577783362653933,0,0,0.015175789316712771,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,1,0.6355868308620256,1,0,0.15216446768991498,First,woman,False,D,Southampton,yes,False,True,False,False,False,True
0,1,0.36792055349407915,0,0,0.07729405233978466,First,man,True,,Cherbourg,no,True,False,True,True,False,False
0,3,0.3779844181955265,0,0,0.015126992566498259,Third,woman,False,,Queenstown,no,True,True,False,False,True,False
0,3,0.36792055349407915,1,0,0.04713766070721715,Third,man,True,,Queenstown,no,False,False,True,False,True,False
0,3,0.39683337521990447,0,0,0.016322512946753766,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.2963056044232219,0,0,0.018542765081513996,Third,man,True,,Southampton,no,True,False,True,False,False,True
